"((192.26762043421155, 134.0452661124027, 0.0), (131.66868453899363, 143.47229720443133, 0.0), (175.48565272134954, 48.68507436231183, 0.0), (18.36369805978952, 127.18451859394774, 0.0), (7.663041792641474, 144.17417463267628, 0.0), (13.40347464579235, 128.06340704734092, 0.0), (64.20436486416654, 23.623998541819994, 0.0), (199.41443867791756, 138.44658499915914, 0.0), (187.84063768573884, 87.71808563286997, 0.0), (66.74619800942887, 97.58508369359909, 0.0), (31.96861421566083, 131.54516280950708, 0.0), (11.499767061208187, 153.3754881719451, 0.0), (170.7081674994356, 44.93062894961435, 0.0), (139.8983231349264, 135.24201411710192, 0.0), (9.782049742564462, 138.23223555732827, 0.0), (16.68011848534471, 25.983314580108456, 0.0), (104.63299366538835, 3.401959032898529, 0.0), (191.01441447493045, 87.88728779572972, 0.0), (46.52200121734978, 96.54199143947682, 0.0), (122.70648251956942, 114.98842517001728, 0.0))","((155, 110, 80), (145, 20, 80), (65, 5, 80), (20, 145, 80), (0, 80, 80))",000010001011000,"{0: [0], 1: [0], 2: [1], 3: [3], 4: [3], 5: [3], 6: [2], 7: [0], 8: [0], 9: [4], 10: [3], 11: [3], 12: [1], 13: [0], 14: [3], 15: [4], 16: [2], 17: [0], 18: [4], 19: [0]}","{0: 4308578209.219251, 1: 4308578209.219251, 2: 4541143679.523669, 3: 0, 4: 0, 5: 0, 6: 3870660445.7989936, 7: 4308578209.219251, 8: 4308578209.219251, 9: 3870660445.7989936, 10: 0, 11: 0, 12: 4623193729.046803, 13: 4308578209.219251, 14: 0, 15: 3870660445.7989936, 16: 3870660445.7989936, 17: 4308578209.219251, 18: 3870660445.7989936, 19: 4308578209.219251}"
"((178.81535972056747, 132.86770702363557, 0.0), (131.96479341589858, 143.2945702784626, 0.0), (189.25603725991715, 33.40927882626505, 0.0), (8.375712097348844, 137.87302744299603, 0.0), (28.327120231101517, 146.53833162025464, 0.0), (12.653741527448577, 129.52960788921567, 0.0), (64.53545914457099, 23.00800737560232, 0.0), (193.88597768408155, 163.4788428149817, 0.0), (196.19446137194038, 78.21799987115521, 0.0), (65.2484343113762, 97.71100568483885, 0.0), (31.12935140586846, 132.53996387035863, 0.0), (11.81939509072752, 143.75069618546377, 0.0), (156.45642008772046, 26.090786565280197, 0.0), (136.85331926946347, 128.06056944839636, 0.0), (5.259433600473498, 129.41444938380948, 0.0), (14.702605060481854, 18.442319411120543, 0.0), (118.12272648184678, 13.271232563415932, 0.0), (198.929952794252, 80.74333981230983, 0.0), (61.94355655772044, 83.54615382385568, 0.0), (135.02479979763413, 118.0488324071522, 0.0))","((0, 85, 80), (195, 90, 80), (130, 145, 80), (175, 5, 80), (65, 5, 80))",010101101101100,"{0: [1], 1: [2], 2: [1], 3: [0], 4: [0], 5: [0], 6: [4], 7: [1], 8: [1], 9: [0], 10: [0], 11: [0], 12: [1], 13: [2], 14: [0], 15: [4], 16: [3], 17: [1], 18: [0], 19: [2]}","{0: 4483580616.999934, 1: 4703479471.569806, 2: 4311205577.568673, 3: 4001099394.1880493, 4: 4001099394.1880493, 5: 4001099394.1880493, 6: 4001099394.1880493, 7: 4035040188.4333315, 8: 4846685443.884799, 9: 4001099394.1880493, 10: 4001099394.1880493, 11: 4001099394.1880493, 12: 4015715503.0661473, 13: 4703479471.569806, 14: 4001099394.1880493, 15: 4001099394.1880493, 16: 4301581893.76873, 17: 4855039080.850014, 18: 4001099394.1880493, 19: 4703479471.569806}"
"((181.78191316996507, 135.42942746779406, 0.0), (144.88769804155476, 126.0862350394793, 0.0), (192.52350663867745, 42.151758130187844, 0.0), (4.550794230858725, 147.7705787480496, 0.0), (57.07366453229827, 150.8447908603771, 0.0), (15.988289172300698, 101.20945702096549, 0.0), (37.14670978902856, 33.92966517825594, 0.0), (184.7216354868732, 172.8494849285836, 0.0), (197.11589473995986, 75.7019359182774, 0.0), (74.82785001840718, 90.27117254968431, 0.0), (28.079202055855973, 118.22792774017606, 0.0), (8.713446570769595, 144.27365776547535, 0.0), (155.43456033375497, 24.428777095431457, 0.0), (136.86306920210833, 127.94413113254646, 0.0), (3.755492317783196, 129.49406491848427, 0.0), (15.108181318942218, 16.337337824969506, 0.0), (119.36234577056236, 9.702651281796584, 0.0), (196.56674627299847, 87.8543888736648, 0.0), (76.48656689883892, 103.58849128098123, 0.0), (135.12377077484066, 147.00045566260636, 0.0))","((195, 90, 80), (140, 140, 80), (70, 5, 80), (75, 115, 80), (45, 145, 80))",100110111101100,"{0: [0], 1: [1], 2: [0], 3: [4], 4: [4], 5: [4], 6: [2], 7: [0], 8: [0], 9: [3], 10: [4], 11: [4], 12: [0], 13: [1], 14: [4], 15: [2], 16: [2], 17: [0], 18: [3], 19: [1]}","{0: 4461237369.492169, 1: 4830339079.242156, 2: 4452175564.201855, 3: 4559630691.796328, 4: 4838260460.653129, 5: 4380733441.143088, 6: 3998307838.89566, 7: 3866564836.8267264, 8: 4832143153.021446, 9: 4749905841.39581, 10: 4674507773.218435, 11: 4616939332.659315, 12: 3982786294.3857164, 13: 4843507721.526872, 14: 4509458725.7624655, 15: 3998307838.89566, 16: 3998307838.89566, 17: 4875346011.052124, 18: 4848349354.8543, 19: 4861125917.256509}"
"((179.78951529850733, 113.66617064816361, 0.0), (144.7859713032432, 134.03939410182005, 0.0), (187.5135096424488, 45.423109184757706, 0.0), (6.522412867172428, 129.1255724348388, 0.0), (53.784292354516694, 149.70572642519969, 0.0), (14.695958377158895, 101.85194949858769, 0.0), (23.7866498983083, 46.49377256205197, 0.0), (191.38734548787926, 174.22193181158437, 0.0), (194.74152404596063, 72.39551675664978, 0.0), (74.8832751511656, 88.05666741324906, 0.0), (35.617026118888916, 96.33209723318076, 0.0), (4.129769580023728, 147.24273604995605, 0.0), (155.92176072870586, 39.13954218525889, 0.0), (146.9135074241903, 118.08787040060707, 0.0), (9.090089273230493, 125.19789401536255, 0.0), (19.573325002477148, 11.375354888273069, 0.0), (126.86131630548205, 2.666016355064029, 0.0), (197.4742400949404, 81.17653517983581, 0.0), (65.72870083483063, 91.60621427782266, 0.0), (136.7304683923066, 127.5677286549801, 0.0))","((0, 90, 80), (175, 105, 80), (170, 40, 80), (145, 140, 80), (25, 35, 80))",001101101011010,"{0: [1], 1: [3], 2: [2], 3: [0], 4: [0], 5: [0], 6: [4], 7: [1], 8: [1], 9: [0], 10: [0], 11: [0], 12: [2], 13: [3], 14: [0], 15: [0], 16: [2], 17: [1], 18: [0], 19: [3]}","{0: 4855700904.912613, 1: 4869157917.577718, 2: 4805609836.427752, 3: 3267436779.981694, 4: 3267436779.981694, 5: 3267436779.981694, 6: 3267436779.981694, 7: 4074699739.6861877, 8: 4592853339.18498, 9: 3267436779.981694, 10: 3267436779.981694, 11: 3267436779.981694, 12: 4834245731.156991, 13: 4775455144.803752, 14: 3267436779.981694, 15: 3267436779.981694, 16: 4308468616.164476, 17: 4661540186.71796, 18: 3267436779.981694, 19: 4829190204.080333}"
"((191.0832125100958, 136.1521382920811, 0.0), (142.7712058556897, 135.7966064400175, 0.0), (190.78817681877607, 34.53817474229052, 0.0), (6.99833566744753, 132.98031266070433, 0.0), (56.522076900660515, 164.6787309843959, 0.0), (26.813530645345573, 85.14197471026273, 0.0), (16.636862354844205, 41.41754616584772, 0.0), (194.5954479544906, 193.60483855663125, 0.0), (191.05714720126207, 85.53859488277064, 0.0), (75.69387239323237, 88.83475897621959, 0.0), (42.070213168568486, 89.38687304727826, 0.0), (3.372614632761298, 146.55519383668585, 0.0), (155.93755487601612, 41.33100313913733, 0.0), (150.45454071470493, 97.87827214887514, 0.0), (6.48705548227038, 102.6660003677764, 0.0), (13.741795651221278, 15.162273855017188, 0.0), (128.9735917580527, 5.397538403268758, 0.0), (188.8892956119846, 88.12147562051173, 0.0), (65.38938114835398, 83.0467095997789, 0.0), (135.56256723455684, 126.45850932157825, 0.0))","((5, 95, 80), (190, 100, 80), (145, 20, 80), (140, 135, 80), (15, 0, 80))",001100001101011,"{0: [1], 1: [3], 2: [1], 3: [0], 4: [0], 5: [0], 6: [4], 7: [1], 8: [1], 9: [0], 10: [0], 11: [0], 12: [2], 13: [3], 14: [0], 15: [4], 16: [2], 17: [1], 18: [0], 19: [3]}","{0: 4618570598.022897, 1: 3878651968.2151203, 2: 4169833245.6059256, 3: 3345190787.3663073, 4: 3345190787.3663073, 5: 3345190787.3663073, 6: 3345190787.3663073, 7: 3696427056.2520123, 8: 4688447334.438224, 9: 3345190787.3663073, 10: 3345190787.3663073, 11: 3345190787.3663073, 12: 4757236773.152395, 13: 3878651968.2151203, 14: 3345190787.3663073, 15: 3345190787.3663073, 16: 4778229503.991118, 17: 4688447334.438224, 18: 3345190787.3663073, 19: 3878651968.2151203}"
"((178.77337495734116, 157.34908288906033, 0.0), (125.1860632582086, 144.53567295981338, 0.0), (190.68477005639204, 34.68004196198525, 0.0), (29.196208488241318, 140.4030827672229, 0.0), (48.96508758836023, 145.80815750145467, 0.0), (25.803740892700517, 86.72907047940069, 0.0), (30.152997780804142, 44.53725344988228, 0.0), (179.3738099030432, 192.27094292175508, 0.0), (188.0922156549458, 80.2986760843336, 0.0), (73.12486854259326, 85.27183167814638, 0.0), (41.81562177303628, 88.49752543727872, 0.0), (15.012656032742557, 150.06111807231326, 0.0), (153.2230885866153, 36.48322386620269, 0.0), (146.72529403873642, 107.67613288685915, 0.0), (7.5619840177554325, 103.88497241012631, 0.0), (13.558065989245879, 16.265975420488672, 0.0), (122.82935410075437, 16.0906526390848, 0.0), (188.81716886620134, 87.94654287008923, 0.0), (55.89016746798095, 89.98254559253357, 0.0), (130.7416071836558, 138.91026422230217, 0.0))","((180, 90, 80), (140, 0, 80), (190, 155, 80), (75, 145, 80), (35, 80, 80))",110011001001110,"{0: [2], 1: [0], 2: [2], 3: [3], 4: [3], 5: [4], 6: [4], 7: [2], 8: [0], 9: [4], 10: [4], 11: [3], 12: [1], 13: [0], 14: [4], 15: [1], 16: [1], 17: [0], 18: [4], 19: [0]}","{0: 4848536354.602126, 1: 3970319616.3762994, 2: 3278088362.9966908, 3: 0.24423051800077822, 4: 0.24423051800077822, 5: 0.24423051800077822, 6: 0.24423051800077822, 7: 4584206819.3764105, 8: 4842570148.301374, 9: 0.24423051800077822, 10: 0.24423051800077822, 11: 0.24423051800077822, 12: 4583535733.630673, 13: 4598700249.199842, 14: 0.24423051800077822, 15: 3172967761.257399, 16: 4761406858.541717, 17: 4859152709.731885, 18: 0.24423051800077822, 19: 4103635295.563401}"
"((178.2920004489516, 159.11810393550752, 0.0), (127.52758255973065, 126.31972269445097, 0.0), (199.61079710186044, 53.84126868901833, 0.0), (21.985671627087346, 120.93770353244125, 0.0), (57.07452321961239, 162.59780681437292, 0.0), (31.286291747265757, 80.11093049120565, 0.0), (33.675195141113136, 56.398723396287664, 0.0), (190.92702973679303, 164.70163380286675, 0.0), (177.25610569798732, 58.3512759599181, 0.0), (79.14601239947476, 76.85650304288382, 0.0), (29.982097505177947, 104.08358858947462, 0.0), (14.406474941361239, 150.22049244866372, 0.0), (147.98280821836002, 33.15635338996847, 0.0), (146.2912705902877, 109.34678619568514, 0.0), (15.34866924188925, 105.3952956322875, 0.0), (13.783487559000484, 16.7265222674754, 0.0), (112.87282576592574, 7.122592295771433, 0.0), (195.18100471211937, 96.7603259159414, 0.0), (36.10594020514746, 86.60565463846224, 0.0), (128.46085524316408, 120.80373007844845, 0.0))","((145, 0, 80), (40, 95, 80), (35, 135, 80), (195, 105, 80), (180, 110, 80))",110101010000010,"{0: [4], 1: [4], 2: [3], 3: [2], 4: [2], 5: [1], 6: [1], 7: [4], 8: [3], 9: [1], 10: [1], 11: [2], 12: [0], 13: [4], 14: [1], 15: [0], 16: [0], 17: [3], 18: [1], 19: [4]}","{0: 0.24423051800077822, 1: 0.24423051800077822, 2: 4398976175.678655, 3: 4799225613.241373, 4: 4629247288.645761, 5: 4813588422.291125, 6: 4579312980.815837, 7: 0.24423051800077822, 8: 4421601548.728088, 9: 4522745221.1115885, 10: 4837639581.861283, 11: 4741175373.688449, 12: 4654956478.397748, 13: 0.24423051800077822, 14: 4729418895.776655, 15: 3104520635.857478, 16: 4659643109.667562, 17: 4511534531.080391, 18: 4858364339.132, 19: 0.24423051800077822}"
"((178.61942413544693, 161.815431622057, 0.0), (142.81050994123487, 122.48986755103356, 0.0), (199.02283536488108, 62.741219124123646, 0.0), (39.79847863708848, 123.4118047392574, 0.0), (57.63997478693123, 152.06519310810944, 0.0), (9.2606199040296, 73.85665947697109, 0.0), (28.098311482582247, 76.88868670456806, 0.0), (198.72066196714079, 158.42347962201123, 0.0), (172.1385803939737, 61.78947110404121, 0.0), (79.41907581727365, 76.76020427711406, 0.0), (24.31248527049233, 95.98229538205086, 0.0), (14.637131664725606, 149.83951087616845, 0.0), (147.2658063823482, 29.95605152888617, 0.0), (141.27362560907522, 118.71294937691154, 0.0), (15.895353478295771, 105.49203195174672, 0.0), (18.714462197213777, 0.944301198415511, 0.0), (137.20555289354567, 5.939915814627208, 0.0), (194.8675776067457, 95.27894471323057, 0.0), (49.29189531843136, 90.16971020445705, 0.0), (127.47177745825319, 126.08525261721265, 0.0))","((195, 80, 80), (145, 30, 80), (105, 0, 80), (35, 145, 80), (45, 90, 80))",110010001001000,"{0: [0], 1: [0], 2: [0], 3: [3], 4: [3], 5: [4], 6: [4], 7: [0], 8: [0], 9: [4], 10: [4], 11: [3], 12: [1], 13: [0], 14: [4], 15: [2], 16: [2], 17: [0], 18: [4], 19: [0]}","{0: 3867328323.987765, 1: 4139182611.9668036, 2: 4810178343.859652, 3: 4511534531.080391, 4: 4511534531.080391, 5: 0.24423051800077822, 6: 0.24423051800077822, 7: 3950252347.3036246, 8: 4702663043.100114, 9: 0.24423051800077822, 10: 0.24423051800077822, 11: 4511534531.080391, 12: 4875764228.508342, 13: 4157227808.4321256, 14: 0.24423051800077822, 15: 3819571826.79222, 16: 4661571471.2255335, 17: 4826981627.477908, 18: 0.24423051800077822, 19: 3895620472.349074}"
"((172.34585185865913, 161.0894486373276, 0.0), (146.96987233112594, 118.74030524040262, 0.0), (193.9899623854795, 74.28302103694153, 0.0), (19.99922397779494, 126.60376138477358, 0.0), (56.19862430003075, 144.99983081229675, 0.0), (6.500892090021949, 78.15258334315092, 0.0), (21.637648310695027, 78.14874817238169, 0.0), (198.26812561018448, 157.3069197556246, 0.0), (193.58304550046253, 68.90679212217483, 0.0), (70.91684390797973, 90.41301933681295, 0.0), (41.47692918551107, 95.62072014238508, 0.0), (17.849077400456068, 148.28861568536732, 0.0), (150.35007034531048, 20.201818673314577, 0.0), (145.5640374942334, 115.88555829661026, 0.0), (8.724316192889315, 92.31910238063625, 0.0), (19.204076205584492, 0.1474069618771996, 0.0), (123.47658004861282, 3.7091173841652396, 0.0), (194.47862073950475, 93.92879069303012, 0.0), (27.05580621372669, 103.46951507769111, 0.0), (124.05859924635917, 132.0934632910197, 0.0))","((195, 85, 80), (125, 5, 80), (20, 0, 80), (55, 150, 80), (40, 85, 80))",101010001011100,"{0: [0], 1: [0], 2: [0], 3: [3], 4: [3], 5: [4], 6: [4], 7: [0], 8: [0], 9: [4], 10: [4], 11: [3], 12: [1], 13: [0], 14: [4], 15: [2], 16: [1], 17: [0], 18: [4], 19: [0]}","{0: 3935439990.896116, 1: 4281711641.2254457, 2: 4851884029.450488, 3: 3108397815.1109014, 4: 3108397815.1109014, 5: 3108397815.1109014, 6: 3108397815.1109014, 7: 4053705859.5636415, 8: 4821216389.505593, 9: 3108397815.1109014, 10: 3108397815.1109014, 11: 3108397815.1109014, 12: 4698947965.966156, 13: 4288326764.5994635, 14: 3108397815.1109014, 15: 3108397815.1109014, 16: 4876014156.13609, 17: 4859574846.710126, 18: 3108397815.1109014, 19: 3838654418.246163}"
"((176.8812599996339, 140.45860767012175, 0.0), (129.48537975292453, 113.07656242568557, 0.0), (183.41978465547902, 83.03126533227947, 0.0), (29.480524953828855, 120.45719850087033, 0.0), (51.75380221497996, 147.98732107672112, 0.0), (6.188905412834299, 76.91985208769334, 0.0), (28.005450001085638, 77.91990494016164, 0.0), (194.16384686478509, 152.16075015009568, 0.0), (190.78932228690175, 71.66564209209378, 0.0), (59.54262320776747, 83.29578961064024, 0.0), (41.60554003850932, 96.75912364485161, 0.0), (11.806931516084756, 164.22670287103557, 0.0), (149.88636117119947, 36.492245286887254, 0.0), (140.45941752740785, 120.92624953843045, 0.0), (11.458121938284478, 99.60808599917961, 0.0), (30.256765242200117, 7.204722357356012, 0.0), (137.12547646653425, 9.742813755085175, 0.0), (194.21550482730274, 91.17356412823379, 0.0), (35.768259011215584, 104.59361742444887, 0.0), (112.36348689629615, 112.18164646148932, 0.0))","((140, 0, 80), (25, 140, 80), (0, 130, 80), (145, 120, 80), (190, 115, 80))",001111100110111,"{0: [4], 1: [3], 2: [4], 3: [1], 4: [1], 5: [2], 6: [2], 7: [4], 8: [4], 9: [2], 10: [2], 11: [1], 12: [0], 13: [3], 14: [2], 15: [0], 16: [0], 17: [4], 18: [1], 19: [3]}","{0: 4246240072.823368, 1: 4246240072.823368, 2: 4246240072.823368, 3: 3730475370.13566, 4: 3730475370.13566, 5: 3730475370.13566, 6: 3730475370.13566, 7: 4246240072.823368, 8: 4246240072.823368, 9: 3730475370.13566, 10: 3730475370.13566, 11: 3730475370.13566, 12: 4596972820.124891, 13: 4246240072.823368, 14: 3730475370.13566, 15: 3435786601.6157355, 16: 4854598871.971378, 17: 4246240072.823368, 18: 3730475370.13566, 19: 4246240072.823368}"
"((196.00938458336668, 158.43669867767608, 0.0), (123.70278198291969, 131.41131653987676, 0.0), (183.4369550601721, 82.99114322563157, 0.0), (10.652633032881074, 107.32010100440719, 0.0), (51.915909519048775, 153.49762349212097, 0.0), (14.991308509117278, 80.65569339522152, 0.0), (24.525090723173548, 77.94000626422404, 0.0), (187.49496863131463, 172.64052461391853, 0.0), (195.5774078679308, 66.29926835764059, 0.0), (73.81109308358657, 97.48909815467128, 0.0), (66.87070065482615, 92.77068854424851, 0.0), (14.71005689352509, 146.02359260671966, 0.0), (177.57927048202365, 45.556617874807415, 0.0), (142.2762592155489, 96.59169558270972, 0.0), (2.571241075033953, 87.90999045872236, 0.0), (37.59760318350848, 26.656360503787102, 0.0), (128.51381130842938, 17.549736957195936, 0.0), (197.33137411605867, 62.75824229895583, 0.0), (47.99235752128258, 125.83927036095126, 0.0), (115.6780270922276, 127.07887059224751, 0.0))","((100, 0, 80), (195, 50, 80), (170, 110, 80), (0, 65, 80), (5, 100, 80))",101011001001100,"{0: [2], 1: [2], 2: [1], 3: [4], 4: [4], 5: [3], 6: [3], 7: [2], 8: [1], 9: [4], 10: [4], 11: [4], 12: [1], 13: [2], 14: [4], 15: [0], 16: [0], 17: [1], 18: [4], 19: [2]}","{0: 4341833411.246999, 1: 4404552836.380582, 2: 4634107479.270364, 3: 3783414948.3507996, 4: 3783414948.3507996, 5: 3783414948.3507996, 6: 3783414948.3507996, 7: 4176988741.1721997, 8: 4820172066.253857, 9: 3783414948.3507996, 10: 3783414948.3507996, 11: 3783414948.3507996, 12: 4808278103.877067, 13: 4684783819.083154, 14: 3783414948.3507996, 15: 4129817399.4930954, 16: 4652598579.02185, 17: 4840744071.956098, 18: 3783414948.3507996, 19: 4310201893.037226}"
"((194.38253792894383, 157.42203008485245, 0.0), (113.02016510937123, 127.277245941516, 0.0), (177.37924082412925, 104.60044230488712, 0.0), (3.5895808209254696, 104.74824746909418, 0.0), (47.51903031284333, 159.75383850279772, 0.0), (26.564868032734086, 80.03269610418776, 0.0), (19.877322590613755, 77.72915579305813, 0.0), (195.14245972813126, 193.8838676324148, 0.0), (178.53915986257852, 47.399695578416456, 0.0), (65.88981581349915, 101.01434266500522, 0.0), (64.47989125916358, 91.98865768935795, 0.0), (19.266063866105824, 135.7987500975805, 0.0), (193.20591659118531, 67.74750816543126, 0.0), (149.31764617690075, 80.23315523921275, 0.0), (12.23908881937148, 76.63075231756898, 0.0), (34.06997528815878, 2.180480782034948, 0.0), (150.66013575858378, 14.408772201267633, 0.0), (182.3527859531443, 80.52793579238676, 0.0), (47.33495651840432, 122.56752264447863, 0.0), (119.45052938245108, 114.86749025077475, 0.0))","((185, 120, 80), (35, 95, 80), (110, 0, 80), (130, 140, 80), (45, 125, 80))",000110100001010,"{0: [0], 1: [3], 2: [0], 3: [1], 4: [4], 5: [1], 6: [1], 7: [0], 8: [0], 9: [1], 10: [1], 11: [4], 12: [0], 13: [0], 14: [1], 15: [2], 16: [2], 17: [0], 18: [4], 19: [3]}","{0: 4123728034.41699, 1: 3462016266.091361, 2: 4123728034.41699, 3: 3462016266.091361, 4: 3358386137.7712646, 5: 3462016266.091361, 6: 3462016266.091361, 7: 4016654337.949815, 8: 4045163679.554919, 9: 3462016266.091361, 10: 3462016266.091361, 11: 3358386137.7712646, 12: 4123728034.41699, 13: 4123728034.41699, 14: 3462016266.091361, 15: 3993284735.7447906, 16: 4522868396.757527, 17: 4123728034.41699, 18: 3358386137.7712646, 19: 3462016266.091361}"
"((180.21530235101093, 182.49758288618708, 0.0), (139.28624745971777, 119.48667700941817, 0.0), (166.42499918380747, 115.10862379448899, 0.0), (8.63141044721179, 103.76670088783807, 0.0), (36.74541077216533, 143.8734888125751, 0.0), (33.76702515891527, 83.94828965643943, 0.0), (23.837132582098555, 77.79876795953143, 0.0), (187.23530870888385, 183.3362605193597, 0.0), (178.55552705934264, 47.37719395573928, 0.0), (61.80661465293388, 96.29058212907165, 0.0), (77.81508044326702, 99.85451761214465, 0.0), (32.44450179222829, 145.63213323571432, 0.0), (197.4977482329512, 73.50678174479668, 0.0), (143.27335099404564, 76.00391370383402, 0.0), (14.592277439798128, 78.05918104130495, 0.0), (25.84237711922113, 6.126029730344605, 0.0), (150.63435336271945, 14.368411329729344, 0.0), (176.7052410302499, 58.80424158269132, 0.0), (62.63156344408698, 116.69527933004929, 0.0), (119.59943280875498, 118.9890521234609, 0.0))","((185, 115, 80), (160, 35, 80), (85, 50, 80), (35, 100, 80), (170, 10, 80))",100111011011001,"{0: [0], 1: [0], 2: [0], 3: [3], 4: [3], 5: [3], 6: [3], 7: [0], 8: [1], 9: [3], 10: [3], 11: [3], 12: [0], 13: [0], 14: [3], 15: [4], 16: [1], 17: [1], 18: [2], 19: [0]}","{0: 4133010959.804305, 1: 4481912411.055859, 2: 4747242791.873237, 3: 3462016266.091361, 4: 3462016266.091361, 5: 3462016266.091361, 6: 3462016266.091361, 7: 4121166574.07101, 8: 4772691693.7549715, 9: 3462016266.091361, 10: 3462016266.091361, 11: 3462016266.091361, 12: 4520028082.515187, 13: 4307470737.168643, 14: 3462016266.091361, 15: 2940936724.707923, 16: 4769496474.188172, 17: 4704301212.04206, 18: 4087985244.574975, 19: 4168905961.9513946}"
"((174.94213242660888, 178.41889532152024, 0.0), (125.01345392910848, 130.45853055572198, 0.0), (146.18139116757456, 115.5059237176753, 0.0), (20.955219600768622, 122.0136266728366, 0.0), (19.77543996971681, 147.10771634484212, 0.0), (21.796873640981374, 73.92959507880586, 0.0), (33.13729253348242, 67.06776151646173, 0.0), (194.40261588067708, 158.42431261088117, 0.0), (158.83686021605084, 40.544654751284575, 0.0), (50.122996670305575, 91.99625998131188, 0.0), (76.88199480895169, 100.59041680139697, 0.0), (43.012344370811455, 125.15690503728472, 0.0), (198.69428174911312, 88.89912713230683, 0.0), (155.73319845242423, 84.26466297908722, 0.0), (13.826705065801384, 80.5955876277581, 0.0), (28.102509549309325, 1.9689874824941374, 0.0), (150.95198492058157, 14.570071643460142, 0.0), (176.6793247803184, 58.85615023999812, 0.0), (44.99701525912076, 94.20135432515582, 0.0), (106.96683269166081, 124.44396077530298, 0.0))","((195, 95, 80), (135, 0, 80), (145, 145, 80), (30, 145, 80), (30, 95, 80))",111011001101100,"{0: [0], 1: [0], 2: [0], 3: [3], 4: [3], 5: [4], 6: [4], 7: [0], 8: [1], 9: [4], 10: [4], 11: [3], 12: [0], 13: [2], 14: [4], 15: [1], 16: [1], 17: [0], 18: [4], 19: [0]}","{0: 3827833713.8215675, 1: 3951182916.262219, 2: 4374083769.087948, 3: 3881191535.5879955, 4: 3881191535.5879955, 5: 3881191535.5879955, 6: 3881191535.5879955, 7: 4203794085.739292, 8: 4465466640.671039, 9: 3881191535.5879955, 10: 3881191535.5879955, 11: 3881191535.5879955, 12: 4827918546.95823, 13: 4232786308.253637, 14: 3881191535.5879955, 15: 3483778029.2897377, 16: 4778902433.454049, 17: 4559938044.632073, 18: 3881191535.5879955, 19: 3711087712.583721}"
"((175.7849194464862, 189.47696695546958, 0.0), (124.97860250413915, 130.4647667611404, 0.0), (160.34284920746623, 117.59232285869244, 0.0), (23.245281676800317, 126.26730186711544, 0.0), (14.183084407978608, 143.0704132727693, 0.0), (22.29353937650004, 93.88648327612057, 0.0), (10.770558397176949, 82.98741357064932, 0.0), (197.37581001276143, 138.09761685626364, 0.0), (151.67897564608145, 45.485489502236014, 0.0), (28.033537119696856, 103.02209879672506, 0.0), (76.48686785060578, 95.47658545979274, 0.0), (20.647347363799714, 123.90945291323388, 0.0), (195.4066658816082, 65.25502046819085, 0.0), (143.25772110256707, 81.69926525026607, 0.0), (13.51076444569126, 80.04290008227912, 0.0), (35.581088555322715, 1.5367703326400157, 0.0), (150.0867594180169, 0.042260228581875836, 0.0), (175.70362675076086, 51.36989940778106, 0.0), (38.882221171854106, 89.66858596448199, 0.0), (121.68394855964257, 127.84134861797376, 0.0))","((170, 110, 80), (155, 30, 80), (110, 0, 80), (25, 135, 80), (45, 85, 80))",,"{0: [0], 1: [0], 2: [0], 3: [3], 4: [3], 5: [4], 6: [4], 7: [0], 8: [1], 9: [4], 10: [4], 11: [3], 12: [0], 13: [0], 14: [4], 15: [2], 16: [1], 17: [1], 18: [4], 19: [0]}","{0: 3930435499.276152, 1: 4428614919.122864, 2: 4827918546.95823, 3: 3881191535.5879955, 4: 3881191535.5879955, 5: 3881191535.5879955, 6: 3881191535.5879955, 7: 4577771284.752558, 8: 4823342756.643159, 9: 3881191535.5879955, 10: 3881191535.5879955, 11: 3881191535.5879955, 12: 4397587675.160504, 13: 4581752289.586212, 14: 3881191535.5879955, 15: 4019050937.96004, 16: 4689847090.556633, 17: 4696739231.700635, 18: 3881191535.5879955, 19: 4396806783.231324}"
